kingdom,phylum,class,genus,species,bacteria,strain_id,bacgroup,order
Bacteria,Actinobacteria,Actinobacteria,Bifidobacterium,Bifidobacterium_longum,Bifidobacterium_longum_JDM301_uid49131,805,Actinobacteria,Bifidobacteriales
Bacteria,Actinobacteria,Actinobacteria,Bifidobacterium,Bifidobacterium_longum,Bifidobacterium_longum_NCC2705_uid57939,807,Actinobacteria,Bifidobacteriales
Bacteria,Bacteroidetes,Flavobacteriia,Blattabacterium_,Blattabacterium_,Blattabacterium__Blattella_germanica__Bge_uid41533,810,Bacteroidetes,Flavobacteriales
Bacteria,Bacteroidetes,Flavobacteriia,Blattabacterium_,Blattabacterium_,Blattabacterium__Mastotermes_darwiniensis__MADAR_uid77127,812,Bacteroidetes,Flavobacteriales
Bacteria,Bacteroidetes,Flavobacteriia,Blattabacterium_,Blattabacterium_,Blattabacterium__Periplaneta_americana__BPLAN_uid41287,813,Bacteroidetes,Flavobacteriales
Bacteria,Proteobacteria,Betaproteobacteria,Bordetella,Bordetella_avium,Bordetella_avium_197N_uid61563,814,Betaproteobacteria,Burkholderiales
Bacteria,Proteobacteria,Betaproteobacteria,Bordetella,Bordetella_bronchiseptica,Bordetella_bronchiseptica_RB50_uid57613,815,Betaproteobacteria,Burkholderiales
Bacteria,Proteobacteria,Betaproteobacteria,Bordetella,Bordetella_parapertussis,Bordetella_parapertussis_12822_uid57615,816,Betaproteobacteria,Burkholderiales
Bacteria,Proteobacteria,Betaproteobacteria,Bordetella,Bordetella_pertussis,Bordetella_pertussis_Tohama_I_uid57617,2695,Betaproteobacteria,Burkholderiales
Bacteria,Proteobacteria,Betaproteobacteria,Bordetella,Bordetella_petrii,Bordetella_petrii_DSM_12804_uid61631,818,Betaproteobacteria,Burkholderiales
Bacteria,Spirochaetes,Spirochaetia,Borrelia,Borrelia_afzelii,Borrelia_afzelii_PKo_uid58653,820,Spirochaetes,Spirochaetales
Bacteria,Spirochaetes,Spirochaetia,Borrelia,Borrelia_bissettii,Borrelia_bissettii_DN127_uid71231,821,Spirochaetes,Spirochaetales
Bacteria,Spirochaetes,Spirochaetia,Borrelia,Borrelia_burgdorferi,Borrelia_burgdorferi_B31_uid57581,2838,Spirochaetes,Spirochaetales
Bacteria,Spirochaetes,Spirochaetia,Borrelia,Borrelia_burgdorferi,Borrelia_burgdorferi_ZS7_uid59429,1034,Spirochaetes,Spirochaetales
Bacteria,Spirochaetes,Spirochaetia,Borrelia,Borrelia_duttonii,Borrelia_duttonii_Ly_uid58791,3648,Spirochaetes,Spirochaetales
Bacteria,Spirochaetes,Spirochaetia,Borrelia,Borrelia_garinii,Borrelia_garinii_PBi_uid58125,2835,Spirochaetes,Spirochaetales
Bacteria,Spirochaetes,Spirochaetia,Borrelia,Borrelia_hermsii,Borrelia_hermsii_DAH_uid59225,2991,Spirochaetes,Spirochaetales
Bacteria,Spirochaetes,Spirochaetia,Borrelia,Borrelia_recurrentis,Borrelia_recurrentis_A1_uid58793,1026,Spirochaetes,Spirochaetales
Bacteria,Spirochaetes,Spirochaetia,Borrelia,Borrelia_turicatae,Borrelia_turicatae_91E135_uid58311,2273,Spirochaetes,Spirochaetales
Bacteria,Actinobacteria,Actinobacteria,Brachybacterium,Brachybacterium_faecium,Brachybacterium_faecium_DSM_4810_uid58649,2937,Actinobacteria,Actinomycetales
Bacteria,Spirochaetes,Spirochaetia,Brachyspira,Brachyspira_hyodysenteriae,Brachyspira_hyodysenteriae_WA1_uid59291,3835,Spirochaetes,Spirochaetales
Bacteria,Spirochaetes,Spirochaetia,Brachyspira,Brachyspira_murdochii,Brachyspira_murdochii_DSM_12563_uid48819,277,Spirochaetes,Spirochaetales
Bacteria,Spirochaetes,Spirochaetia,Brachyspira,Brachyspira_pilosicoli,Brachyspira_pilosicoli_95_1000_uid50609,840,Spirochaetes,Spirochaetales
Bacteria,Proteobacteria,Alphaproteobacteria,Bradyrhizobium,Bradyrhizobium_BTAi1,Bradyrhizobium_BTAi1_uid58505,3289,Alphaproteobacteria,Rhizobiales
Bacteria,Proteobacteria,Alphaproteobacteria,Bradyrhizobium,Bradyrhizobium_japonicum,Bradyrhizobium_japonicum_USDA_110_uid57599,3290,Alphaproteobacteria,Rhizobiales
Bacteria,Proteobacteria,Alphaproteobacteria,Bradyrhizobium,Bradyrhizobium_ORS,Bradyrhizobium_ORS_278_uid58941,1303,Alphaproteobacteria,Rhizobiales
Bacteria,Firmicutes,Bacilli,Brevibacillus,Brevibacillus_brevis,Brevibacillus_brevis_NBRC_100599_uid59175,1519,Bacilli,Bacillales
Bacteria,Proteobacteria,Alphaproteobacteria,Brevundimonas,Brevundimonas_subvibrioides,Brevundimonas_subvibrioides_ATCC_15264_uid42117,1304,Alphaproteobacteria,Caulobacterales
Bacteria,Proteobacteria,Alphaproteobacteria,Brucella,Brucella_abortus,Brucella_abortus_bv__1_9_941_uid58019,5,Alphaproteobacteria,Rhizobiales
Bacteria,Proteobacteria,Alphaproteobacteria,Brucella,Brucella_abortus,Brucella_abortus_S19_uid58873,1882,Alphaproteobacteria,Rhizobiales
Bacteria,Proteobacteria,Alphaproteobacteria,Brucella,Brucella_canis,Brucella_canis_ATCC_23365_uid59009,1883,Alphaproteobacteria,Rhizobiales
Bacteria,Proteobacteria,Alphaproteobacteria,Brucella,Brucella_melitensis,Brucella_melitensis_ATCC_23457_uid59241,1885,Alphaproteobacteria,Rhizobiales
Bacteria,Proteobacteria,Alphaproteobacteria,Brucella,Brucella_melitensis,Brucella_melitensis_biovar_Abortus_2308_uid62937,1886,Alphaproteobacteria,Rhizobiales
Bacteria,Proteobacteria,Alphaproteobacteria,Brucella,Brucella_melitensis,Brucella_melitensis_bv__1_16M_uid57735,1887,Alphaproteobacteria,Rhizobiales
Bacteria,Proteobacteria,Alphaproteobacteria,Brucella,Brucella_microti,Brucella_microti_CCM_4915_uid59319,7,Alphaproteobacteria,Rhizobiales
Bacteria,Proteobacteria,Alphaproteobacteria,Brucella,Brucella_ovis,Brucella_ovis_ATCC_25840_uid58113,4,Alphaproteobacteria,Rhizobiales
Bacteria,Proteobacteria,Alphaproteobacteria,Brucella,Brucella_pinnipedialis,Brucella_pinnipedialis_B2_94_uid71131,12,Alphaproteobacteria,Rhizobiales
Bacteria,Proteobacteria,Alphaproteobacteria,Brucella,Brucella_suis,Brucella_suis_1330_uid57927,1899,Alphaproteobacteria,Rhizobiales
Bacteria,Proteobacteria,Alphaproteobacteria,Brucella,Brucella_suis,Brucella_suis_ATCC_23445_uid59015,73,Alphaproteobacteria,Rhizobiales
Bacteria,Proteobacteria,Gammaproteobacteria,Buchnera,Buchnera_aphidicola,Buchnera_aphidicola_5A__Acyrthosiphon_pisum__uid59285,1945,Gammaproteobacteria,Enterobacteriales
Bacteria,Proteobacteria,Gammaproteobacteria,Buchnera,Buchnera_aphidicola,Buchnera_aphidicola_APS__Acyrthosiphon_pisum__uid57805,1947,Gammaproteobacteria,Enterobacteriales
Bacteria,Proteobacteria,Gammaproteobacteria,Buchnera,Buchnera_aphidicola,Buchnera_aphidicola_Bp__Baizongia_pistaciae__uid57827,1948,Gammaproteobacteria,Enterobacteriales
Bacteria,Proteobacteria,Gammaproteobacteria,Buchnera,Buchnera_aphidicola,Buchnera_aphidicola_Cc__Cinara_cedri__uid58579,76,Gammaproteobacteria,Enterobacteriales
Bacteria,Proteobacteria,Gammaproteobacteria,Buchnera,Buchnera_aphidicola,Buchnera_aphidicola__Cinara_tujafilina__uid68101,1985,Gammaproteobacteria,Enterobacteriales
Bacteria,Proteobacteria,Gammaproteobacteria,Buchnera,Buchnera_aphidicola,Buchnera_aphidicola_Sg__Schizaphis_graminum__uid57913,1986,Gammaproteobacteria,Enterobacteriales
Bacteria,Proteobacteria,Gammaproteobacteria,Buchnera,Buchnera_aphidicola,Buchnera_aphidicola_Tuc7__Acyrthosiphon_pisum__uid59283,1988,Gammaproteobacteria,Enterobacteriales
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderia,Burkholderia_383,Burkholderia_383_uid58073,2007,Betaproteobacteria,Burkholderiales
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderia,Burkholderia_ambifaria,Burkholderia_ambifaria_AMMD_uid58303,116,Betaproteobacteria,Burkholderiales
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderia,Burkholderia_ambifaria,Burkholderia_ambifaria_MC40_6_uid58701,2010,Betaproteobacteria,Burkholderiales
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderia,Burkholderia_CCGE1001,Burkholderia_CCGE1001_uid42975,2011,Betaproteobacteria,Burkholderiales
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderia,Burkholderia_CCGE1002,Burkholderia_CCGE1002_uid42523,117,Betaproteobacteria,Burkholderiales
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderia,Burkholderia_CCGE1003,Burkholderia_CCGE1003_uid46253,2012,Betaproteobacteria,Burkholderiales
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderia,Burkholderia_cenocepacia,Burkholderia_cenocepacia_AU_1054_uid58371,2013,Betaproteobacteria,Burkholderiales
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderia,Burkholderia_cenocepacia,Burkholderia_cenocepacia_HI2424_uid58369,2077,Betaproteobacteria,Burkholderiales
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderia,Burkholderia_cenocepacia,Burkholderia_cenocepacia_J2315_uid57953,2078,Betaproteobacteria,Burkholderiales
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderia,Burkholderia_cenocepacia,Burkholderia_cenocepacia_MC0_3_uid58769,2079,Betaproteobacteria,Burkholderiales
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderia,Burkholderia_gladioli,Burkholderia_gladioli_BSR3_uid66301,2081,Betaproteobacteria,Burkholderiales
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderia,Burkholderia_glumae,Burkholderia_glumae_BGR1_uid59397,2082,Betaproteobacteria,Burkholderiales
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderia,Burkholderia_mallei,Burkholderia_mallei_ATCC_23344_uid57725,298,Betaproteobacteria,Burkholderiales
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderia,Burkholderia_mallei,Burkholderia_mallei_NCTC_10229_uid58383,2146,Betaproteobacteria,Burkholderiales
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderia,Burkholderia_mallei,Burkholderia_mallei_NCTC_10247_uid58385,299,Betaproteobacteria,Burkholderiales
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderia,Burkholderia_mallei,Burkholderia_mallei_SAVP1_uid58387,300,Betaproteobacteria,Burkholderiales
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderia,Burkholderia_multivorans,Burkholderia_multivorans_ATCC_17616_uid58697,2149,Betaproteobacteria,Burkholderiales
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderia,Burkholderia_multivorans,Burkholderia_multivorans_ATCC_17616_uid58909,2150,Betaproteobacteria,Burkholderiales
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderia,Burkholderia_phymatum,Burkholderia_phymatum_STM815_uid58699,301,Betaproteobacteria,Burkholderiales
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderia,Burkholderia_phytofirmans,Burkholderia_phytofirmans_PsJN_uid58729,303,Betaproteobacteria,Burkholderiales
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderia,Burkholderia_pseudomallei,Burkholderia_pseudomallei_1106a_uid58515,2147,Betaproteobacteria,Burkholderiales
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderia,Burkholderia_pseudomallei,Burkholderia_pseudomallei_1710b_uid58391,2148,Betaproteobacteria,Burkholderiales
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderia,Burkholderia_pseudomallei,Burkholderia_pseudomallei_668_uid58389,302,Betaproteobacteria,Burkholderiales
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderia,Burkholderia_pseudomallei,Burkholderia_pseudomallei_K96243_uid57733,309,Betaproteobacteria,Burkholderiales
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderia,Burkholderia_pseudomallei,Burkholderia_pseudomallei_MSHR346_uid29855,310,Betaproteobacteria,Burkholderiales
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderia,Burkholderia_rhizoxinica,Burkholderia_rhizoxinica_HKI_454_uid60487,2152,Betaproteobacteria,Burkholderiales
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderia,Burkholderia_thailandensis,Burkholderia_thailandensis_E264_uid58081,311,Betaproteobacteria,Burkholderiales
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderia,Burkholderia_vietnamiensis,Burkholderia_vietnamiensis_G4_uid58075,320,Betaproteobacteria,Burkholderiales
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderia,Burkholderia_xenovorans,Burkholderia_xenovorans_LB400_uid57823,321,Betaproteobacteria,Burkholderiales
Bacteria,Firmicutes,Clostridia,Butyrivibrio,Butyrivibrio_proteoclasticus,Butyrivibrio_proteoclasticus_B316_uid51489,333,Clostridia,Clostridiales
Bacteria,Firmicutes,Clostridia,Caldicellulosiruptor,Caldicellulosiruptor_bescii,Caldicellulosiruptor_bescii_DSM_6725_uid59201,334,Clostridia,Thermoanaerobacterales
Bacteria,Firmicutes,Clostridia,Caldicellulosiruptor,Caldicellulosiruptor_hydrothermalis,Caldicellulosiruptor_hydrothermalis_108_uid60157,312,Clostridia,Thermoanaerobacterales
Bacteria,Firmicutes,Clostridia,Caldicellulosiruptor,Caldicellulosiruptor_kristjanssonii,Caldicellulosiruptor_kristjanssonii_177R1B_uid60393,313,Clostridia,Thermoanaerobacterales
Bacteria,Firmicutes,Clostridia,Caldicellulosiruptor,Caldicellulosiruptor_kronotskyensis,Caldicellulosiruptor_kronotskyensis_2002_uid60491,314,Clostridia,Thermoanaerobacterales
Bacteria,Firmicutes,Clostridia,Caldicellulosiruptor,Caldicellulosiruptor_lactoaceticus,Caldicellulosiruptor_lactoaceticus_6A_uid60575,315,Clostridia,Thermoanaerobacterales
Bacteria,Firmicutes,Clostridia,Caldicellulosiruptor,Caldicellulosiruptor_obsidiansis,Caldicellulosiruptor_obsidiansis_OB47_uid51501,316,Clostridia,Thermoanaerobacterales
Bacteria,Firmicutes,Clostridia,Caldicellulosiruptor,Caldicellulosiruptor_owensensis,Caldicellulosiruptor_owensensis_OL_uid60165,317,Clostridia,Thermoanaerobacterales
Bacteria,Firmicutes,Clostridia,Caldicellulosiruptor,Caldicellulosiruptor_saccharolyticus,Caldicellulosiruptor_saccharolyticus_DSM_8903_uid58289,318,Clostridia,Thermoanaerobacterales
Bacteria,Deferribacteres,Deferribacteres,Calditerrivibrio,Calditerrivibrio_nitroreducens,Calditerrivibrio_nitroreducens_DSM_19672_uid60821,2154,Deferribacteres,Deferribacterales
Archaea,Crenarchaeota,Thermoprotei,Caldivirga,Caldivirga_maquilingensis,Caldivirga_maquilingensis_IC_167_uid58711,2155,Crenarchaeota,Thermoproteales
Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacter,Campylobacter_concisus,Campylobacter_concisus_13826_uid58667,2156,Epsilonproteobacteria,Campylobacterales
Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacter,Campylobacter_curvus,Campylobacter_curvus_525_92_uid58669,2157,Epsilonproteobacteria,Campylobacterales
Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacter,Campylobacter_fetus,Campylobacter_fetus_82_40_uid58545,322,Epsilonproteobacteria,Campylobacterales
Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacter,Campylobacter_hominis,Campylobacter_hominis_ATCC_BAA_381_uid58981,323,Epsilonproteobacteria,Campylobacterales
Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacter,Campylobacter_jejuni,Campylobacter_jejuni_81116_uid58771,324,Epsilonproteobacteria,Campylobacterales
Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacter,Campylobacter_jejuni,Campylobacter_jejuni_81_176_uid58503,325,Epsilonproteobacteria,Campylobacterales
Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacter,Campylobacter_jejuni,Campylobacter_jejuni_doylei_269_97_uid58671,326,Epsilonproteobacteria,Campylobacterales
Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacter,Campylobacter_jejuni,Campylobacter_jejuni_ICDCCJ07001_uid61249,329,Epsilonproteobacteria,Campylobacterales
Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacter,Campylobacter_jejuni,Campylobacter_jejuni_NCTC_11168___ATCC_700819_uid57587,331,Epsilonproteobacteria,Campylobacterales
Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacter,Campylobacter_jejuni,Campylobacter_jejuni_RM1221_uid57899,2159,Epsilonproteobacteria,Campylobacterales
Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacter,Campylobacter_lari,Campylobacter_lari_RM2100_uid58115,2161,Epsilonproteobacteria,Campylobacterales
Bacteria,Proteobacteria,Betaproteobacteria,Candidatus,Candidatus_Accumulibacter,Candidatus_Accumulibacter_phosphatis_clade_IIA_UW_1_uid59207,2162,Betaproteobacteria,Accumulibacter
Bacteria,Bacteroidetes,-,Candidatus,Candidatus_Amoebophilus,Candidatus_Amoebophilus_asiaticus_5a2_uid58963,2163,Bacteroidetes,Amoebophilus
Bacteria,Firmicutes,Clostridia,Candidatus,Candidatus_Arthromitus,Candidatus_Arthromitus_SFB_mouse_Japan_uid71379,2164,Clostridia,Arthromitus
Bacteria,Firmicutes,Clostridia,Candidatus,Candidatus_Arthromitus,Candidatus_Arthromitus_SFB_rat_Yit_uid73425,2165,Clostridia,Arthromitus
Bacteria,Bacteroidetes,Bacteroidia,Candidatus,Candidatus_Azobacteroides,Candidatus_Azobacteroides_pseudotrichonymphae_genomovar__CFP2_uid59163,335,Bacteroidetes,Azobacteroides
Bacteria,Proteobacteria,Gammaproteobacteria,Candidatus,Candidatus_Blochmannia,Candidatus_Blochmannia_floridanus_uid57999,336,Gammaproteobacteria,Blochmannia
Bacteria,Proteobacteria,Gammaproteobacteria,Candidatus,Candidatus_Blochmannia,Candidatus_Blochmannia_pennsylvanicus_BPEN_uid58329,337,Gammaproteobacteria,Blochmannia
Bacteria,Proteobacteria,Gammaproteobacteria,Candidatus,Candidatus_Blochmannia,Candidatus_Blochmannia_vafer_BVAF_uid62083,2166,Gammaproteobacteria,Blochmannia
Bacteria,Proteobacteria,Gammaproteobacteria,Candidatus,Candidatus_Carsonella,Candidatus_Carsonella_ruddii_uid58773,2170,Gammaproteobacteria,Carsonella
Bacteria,Acidobacteria,-,Candidatus,Candidatus_Chloracidobacterium,Candidatus_Chloracidobacterium_thermophilum_B_uid73587,2265,Acidobacteria,Chloracidobacterium
Bacteria,-,-,Candidatus,Candidatus_Cloacamonas,Candidatus_Cloacamonas_acidaminovorans_uid62959,2268,-,Cloacamonas
Bacteria,Firmicutes,Clostridia,Candidatus,Candidatus_Desulforudis,Candidatus_Desulforudis_audaxviator_MP104C_uid59067,2269,Clostridia,Desulforudis
Bacteria,Proteobacteria,Gammaproteobacteria,Candidatus,Candidatus_Hamiltonella,Candidatus_Hamiltonella_defensa_5AT__Acyrthosiphon_pisum__uid59289,2271,Gammaproteobacteria,Hamiltonella
Bacteria,Proteobacteria,Alphaproteobacteria,Candidatus,Candidatus_Hodgkinia,Candidatus_Hodgkinia_cicadicola_Dsem_uid59311,422,Alphaproteobacteria,Hodgkinia
Archaea,Korarchaeota,-,Candidatus,Candidatus_Korarchaeum,Candidatus_Korarchaeum_cryptofilum_OPF8_uid58601,423,Korarchaeota,Pelagibacter
Bacteria,Acidobacteria,-,Candidatus,Candidatus_Koribacter,Candidatus_Koribacter_versatilis_Ellin345_uid58479,424,Acidobacteria,Pelagibacter
Bacteria,Proteobacteria,Alphaproteobacteria,Candidatus,Candidatus_Liberibacter,Candidatus_Liberibacter_asiaticus_psy62_uid59227,2274,Alphaproteobacteria,Liberibacter
Bacteria,Proteobacteria,Alphaproteobacteria,Candidatus,Candidatus_Liberibacter,Candidatus_Liberibacter_solanacearum_CLso_ZC1_uid61245,2275,Alphaproteobacteria,Liberibacter
Bacteria,Proteobacteria,Alphaproteobacteria,Candidatus,Candidatus_Midichloria,Candidatus_Midichloria_mitochondrii_IricVA_uid68687,2282,Alphaproteobacteria,Midichloria
Bacteria,Proteobacteria,Gammaproteobacteria,Candidatus,Candidatus_Moranella,Candidatus_Moranella_endobia_PCIT_uid68739,2301,Gammaproteobacteria,Moranella
Bacteria,Nitrospirae,Nitrospira,Candidatus,Candidatus_Nitrospira,Candidatus_Nitrospira_defluvii_uid51175,2299,Nitrospirae,Nitrospira
Bacteria,Proteobacteria,Alphaproteobacteria,Candidatus,Candidatus_Pelagibacter,Candidatus_Pelagibacter_IMCC9063_uid66305,2300,Alphaproteobacteria,Pelagibacter
Bacteria,Proteobacteria,Alphaproteobacteria,Candidatus,Candidatus_Pelagibacter,Candidatus_Pelagibacter_ubique_HTCC1062_uid58401,2302,Alphaproteobacteria,Pelagibacter
Bacteria,Tenericutes,Mollicutes,Candidatus,Candidatus_Phytoplasma,Candidatus_Phytoplasma_australiense_uid61641,2310,Tenericutes,Phytoplasma
Bacteria,Tenericutes,Mollicutes,Candidatus,Candidatus_Phytoplasma,Candidatus_Phytoplasma_mali_uid59087,452,Tenericutes,Phytoplasma
Bacteria,Chlamydiae,Chlamydiia,Candidatus,Candidatus_Protochlamydia,Candidatus_Protochlamydia_amoebophila_UWE25_uid58079,458,Chlamydiae,Protochlamydia
Bacteria,Proteobacteria,Alphaproteobacteria,Candidatus,Candidatus_Puniceispirillum,Candidatus_Puniceispirillum_marinum_IMCC1322_uid47081,523,Alphaproteobacteria,Puniceispirillum
Bacteria,Proteobacteria,Gammaproteobacteria,Candidatus,Candidatus_Riesia,Candidatus_Riesia_pediculicola_USDA_uid46841,2559,Gammaproteobacteria,Riesia
Bacteria,Proteobacteria,Gammaproteobacteria,Candidatus,Candidatus_Ruthia,Candidatus_Ruthia_magnifica_Cm__Calyptogena_magnifica__uid58645,596,Gammaproteobacteria,Ruthia
Bacteria,Acidobacteria,Solibacteres,Candidatus,Candidatus_Solibacter,Candidatus_Solibacter_usitatus_Ellin6076_uid58139,2560,Acidobacteria,Solibacterales
Bacteria,Bacteroidetes,Flavobacteriia,Candidatus,Candidatus_Sulcia,Candidatus_Sulcia_muelleri_CARI_uid52535,2561,Bacteroidetes,Sulcia
Bacteria,Bacteroidetes,Flavobacteriia,Candidatus,Candidatus_Sulcia,Candidatus_Sulcia_muelleri_DMIN_uid47075,2562,Bacteroidetes,Sulcia
Bacteria,Bacteroidetes,Flavobacteriia,Candidatus,Candidatus_Sulcia,Candidatus_Sulcia_muelleri_GWSS_uid58943,2563,Bacteroidetes,Sulcia
Bacteria,Bacteroidetes,Flavobacteriia,Candidatus,Candidatus_Sulcia,Candidatus_Sulcia_muelleri_SMDSEM_uid59393,683,Bacteroidetes,Sulcia
Bacteria,Proteobacteria,Betaproteobacteria,Candidatus,Candidatus_Tremblaya,Candidatus_Tremblaya_princeps_PCIT_uid68741,684,Betaproteobacteria,Tremblaya
Bacteria,Proteobacteria,Gammaproteobacteria,Candidatus,Candidatus_Vesicomyosocius,Candidatus_Vesicomyosocius_okutanii_HA_uid59427,798,Gammaproteobacteria,Vesicomyosocius
Bacteria,Proteobacteria,Betaproteobacteria,Candidatus,Candidatus_Zinderia,Candidatus_Zinderia_insecticola_CARI_uid52459,848,Betaproteobacteria,Zinderia
Bacteria,Bacteroidetes,Flavobacteriia,Capnocytophaga,Capnocytophaga_canimorsus,Capnocytophaga_canimorsus_Cc5_uid70727,2725,Bacteroidetes,Flavobacteriales
Bacteria,Bacteroidetes,Flavobacteriia,Capnocytophaga,Capnocytophaga_ochracea,Capnocytophaga_ochracea_DSM_7271_uid59197,2726,Bacteroidetes,Flavobacteriales
Bacteria,Firmicutes,Clostridia,Carboxydothermus,Carboxydothermus_hydrogenoformans,Carboxydothermus_hydrogenoformans_Z_2901_uid57821,845,Clostridia,Thermoanaerobacterales
Bacteria,Firmicutes,Bacilli,Carnobacterium,Carnobacterium_17,Carnobacterium_17_4_uid65789,846,Bacilli,Lactobacillales
Bacteria,Actinobacteria,Actinobacteria,Catenulispora,Catenulispora_acidiphila,Catenulispora_acidiphila_DSM_44928_uid59077,847,Actinobacteria,Actinomycetales
